customer_id,name,birth_date,gender,city,income,employment_type
131,Lori Contreras,1975-01-06,F,Buxoro,24318414.88,Self-Employed
132,Brittany Davis,1993-01-31,M,Samarqand,19454039.25,Self-Employed
133,Laura Taylor,1958-05-03,F,Buxoro,3224735.93,Self-Employed
134,Denise Anderson DVM,1984-04-05,M,Samarqand,3014184.68,Business
135,Pamela Baker,1955-03-26,M,Buxoro,11602048.16,Business
136,Helen Jones,1970-06-15,M,Toshkent,16013919.82,Self-Employed
137,Debbie Brewer,1970-03-07,M,Buxoro,9360186.48,Self-Employed
138,Timothy Morrison,2004-12-01,M,Toshkent,22415420.48,Employed
139,Dr. Tina Brown,1956-08-10,F,Toshkent,23240405.05,Employed
140,Carla Fischer,1995-01-13,F,Buxoro,15847983.37,Self-Employed
141,Crystal Alexander,1955-12-22,F,Buxoro,20640367.81,Self-Employed
142,Gabrielle Marquez,1957-12-04,F,Samarqand,14446961.77,Employed
143,Meagan Stewart,1999-07-08,F,Buxoro,11780970.34,Employed
144,Michael Guerra,1997-04-29,F,Toshkent,20872696.31,Business
145,Barbara Butler,1954-03-29,F,Toshkent,26784070.03,Employed
146,Kathleen Blair,1955-03-14,F,Buxoro,15735092.44,Business
147,Deborah Richards,2006-04-23,M,Samarqand,23033934.05,Employed
148,Michael Jones,1978-11-15,M,Buxoro,6504783.06,Employed
149,Paul Turner,1955-04-15,M,Toshkent,25476797.07,Business
150,Brian Bell,1959-04-19,F,Toshkent,23572285.91,Employed
151,Heather Marks,2004-09-30,F,Samarqand,20180211.66,Business
152,Ashley Ramsey,1948-07-09,M,Buxoro,16326711.3,Employed
153,Aaron Castro,1975-05-03,F,Toshkent,4021548.13,Business
154,James Acosta,1970-02-11,M,Buxoro,6379600.83,Business
155,Misty Allen,1994-06-18,M,Buxoro,22303735.97,Employed
156,Jesse Aguilar,1945-11-12,M,Toshkent,6725999.34,Employed
157,Austin Lopez,1959-10-27,M,Toshkent,27080336.4,Self-Employed
158,Andrew Johnson,1973-05-03,F,Samarqand,8161908.93,Business
159,Russell Harrison,1981-03-08,M,Samarqand,24666607.78,Self-Employed
160,Dean Burns,1966-01-12,F,Toshkent,17889972.8,Business
161,Sue Morris,2002-08-19,F,Samarqand,22951745.34,Business
162,Joseph Aguilar,1947-08-16,M,Samarqand,3907114.21,Employed
163,Kelsey Robinson,1956-10-30,F,Toshkent,10646312.23,Employed
164,Kristine Wallace,1985-08-05,M,Toshkent,3305968.04,Employed
165,Katrina Williams,2002-11-02,M,Toshkent,12033519.05,Business
166,Daniel Randolph,1946-02-20,F,Buxoro,24734584.01,Self-Employed
167,Elizabeth Freeman,1963-01-08,M,Samarqand,16744769.91,Self-Employed
168,Roberto Blake,1968-04-02,M,Toshkent,13590072.9,Self-Employed
169,Dana Martinez,1978-10-07,M,Toshkent,14352528.96,Employed
170,Chelsey Davis,1971-06-11,M,Samarqand,24320227.49,Business
171,Teresa Black,1979-12-04,F,Toshkent,15301480.42,Self-Employed
172,Taylor Stewart,1970-09-08,M,Toshkent,26810392.63,Employed
173,David Hernandez,1965-12-26,F,Buxoro,29677388.61,Business
174,Rachel Kramer,1976-05-21,F,Buxoro,8788397.19,Business
175,Timothy Floyd,1982-07-20,M,Samarqand,13826101.66,Employed
176,Natasha Bullock,1949-05-06,M,Toshkent,29580113.12,Self-Employed
177,Jon Johnson,1990-04-17,M,Samarqand,5803067.97,Employed
178,Robert Glass,1992-11-05,M,Toshkent,21673062.82,Employed
179,Aaron Williams,1986-02-15,M,Buxoro,26052435.44,Employed
180,William Gordon,1970-11-29,M,Buxoro,15199046.21,Business
181,Amy Lewis,1971-06-11,M,Samarqand,25862310.8,Employed
182,Cory Jones,1991-05-09,M,Samarqand,20570340.29,Employed
183,Kevin Dawson,1987-12-15,F,Buxoro,14070903.26,Self-Employed
184,Jordan Scott,1976-12-13,M,Toshkent,21422174.09,Business
185,Diane Roberts,1951-03-20,M,Toshkent,13503468.16,Business
186,Maria Salinas,1967-10-30,F,Samarqand,29959425.69,Self-Employed
187,Richard Brown,1992-08-22,F,Buxoro,29494425.84,Employed
188,Rachel Cameron,1950-04-22,M,Samarqand,29015717.85,Self-Employed
189,Linda Kennedy,1953-10-18,M,Samarqand,3508052.99,Business
190,John Holmes,1989-02-20,M,Buxoro,20286947.43,Self-Employed
191,Catherine Haley,1946-08-07,F,Toshkent,19142353.06,Employed
192,Robert Phillips,1958-07-29,M,Buxoro,12330608.14,Self-Employed
193,Sophia Garner,1952-03-27,M,Toshkent,18735458.46,Self-Employed
194,Barbara Zhang,1993-04-30,F,Buxoro,18422918.67,Business
195,Cynthia Blackwell,1956-05-28,F,Toshkent,14065786.69,Self-Employed
196,Anthony Dickson,1997-12-23,F,Buxoro,24300843.48,Business
197,Amanda Watson,1971-04-03,M,Samarqand,17720350.31,Business
198,Dalton Martinez,1978-12-26,F,Samarqand,14370642.1,Employed
199,Lisa Reed,1970-02-04,M,Samarqand,19952265.34,Business
200,Jon Kennedy,1986-11-25,M,Toshkent,4619980.06,Self-Employed
201,Nathan Jones,1983-12-07,F,Samarqand,22578044.12,Self-Employed
202,Virginia Davis,1958-04-05,F,Buxoro,5503413.7,Employed
203,Melissa Miller,1988-07-16,F,Buxoro,23997862.12,Business
204,Jason Lowe,1998-01-15,F,Samarqand,4132269.85,Business
205,Sherry Miranda,1959-07-15,F,Samarqand,12113353.85,Business
206,Patricia Cox,1963-03-11,F,Samarqand,21398665.68,Employed
207,Kelsey Barrera,1951-01-17,M,Toshkent,9367279.74,Employed
208,Charles Lewis,1987-03-31,M,Samarqand,25140115.73,Self-Employed
209,Terri Wilson,1946-02-22,F,Toshkent,8261123.43,Self-Employed
210,Mandy Hodges,1995-03-31,M,Samarqand,19944693.57,Employed
211,Steve Clark,1947-09-18,M,Samarqand,5539271.96,Employed
212,Christina Campbell,1981-05-11,M,Samarqand,7516293.24,Self-Employed
213,Joe Mays,1989-01-26,F,Samarqand,24055000.51,Self-Employed
214,Lisa Cabrera,1996-04-14,F,Buxoro,28877312.99,Self-Employed
215,Joshua King,1955-11-24,M,Samarqand,9020382.19,Employed
216,Tyler Peters,2004-04-06,M,Buxoro,10664521.67,Employed
217,Raymond Proctor,1987-12-29,F,Toshkent,27185921.92,Business
218,Tanya Ross DDS,2000-03-12,F,Toshkent,28904958.9,Employed
219,Renee Paul,1945-02-15,F,Toshkent,26048140.54,Business
220,Emily Johnson,2004-09-06,F,Buxoro,10352008.49,Business
221,Donald Green,1951-06-30,F,Toshkent,3804914.03,Employed
222,Jason Williams,1946-09-26,M,Buxoro,3778996.06,Employed
223,Karen Myers,1955-02-25,F,Samarqand,24040541.27,Employed
224,Paul Calhoun,1978-10-09,M,Samarqand,8241692.19,Employed
225,Nicole Ingram,1989-04-09,F,Toshkent,20032165.53,Self-Employed
226,Amanda Mcbride,1973-10-31,F,Samarqand,25417416.46,Business
227,Kelly Hernandez,1968-06-26,M,Toshkent,29955838.48,Employed
228,Robert Smith,1996-06-12,F,Toshkent,12589989.81,Employed
229,John Underwood,1987-02-25,F,Samarqand,17235686.28,Employed
230,Paula Lane,1964-02-28,F,Toshkent,10029595.24,Self-Employed
231,Sarah Turner MD,1953-04-15,M,Toshkent,24946561.85,Self-Employed
232,Joshua Brady,1982-09-27,F,Toshkent,26534789.12,Employed
233,Karen Ramirez,1963-11-12,F,Buxoro,3832862.33,Business
234,Richard Hubbard,1993-12-28,M,Toshkent,23654235.58,Employed
235,James Garcia,1963-07-03,F,Samarqand,4851775.08,Business
236,Sharon Barr,1994-09-03,M,Toshkent,16424828.14,Self-Employed
237,Andrea Marshall,1959-01-07,M,Toshkent,16015208.99,Employed
238,Matthew Phillips,1955-12-01,M,Samarqand,25355606.87,Self-Employed
239,Keith Wilcox,1980-11-25,M,Toshkent,16200365.69,Self-Employed
240,Sara Mason,1977-02-13,F,Buxoro,15054950.45,Self-Employed
241,Maria Gregory,1956-05-23,F,Buxoro,16052091.78,Business
242,Xavier Anderson,1956-12-21,M,Samarqand,4613162.01,Business
243,Diana Warner,1999-02-07,M,Samarqand,7556382.33,Self-Employed
244,Troy Blackburn,1984-09-06,F,Toshkent,8987629.68,Business
245,Michael Thompson,1970-12-08,F,Samarqand,27802566.95,Self-Employed
246,Lisa Obrien,1963-03-18,F,Buxoro,22795004.07,Employed
247,Douglas Thomas,1948-04-20,M,Buxoro,27375682.22,Self-Employed
248,Christy Sanders,2003-10-04,F,Buxoro,3901073.43,Self-Employed
249,Timothy Carroll,1987-06-22,M,Toshkent,21221321.27,Business
250,Jessica Curry,1966-10-13,F,Toshkent,6371627.71,Employed
251,Matthew Mcfarland,2001-08-12,F,Buxoro,21245131.83,Self-Employed
252,Jonathan Rivera DVM,1969-03-20,F,Buxoro,5088664.12,Self-Employed
253,Shannon Lopez,1969-12-16,M,Samarqand,19660194.42,Self-Employed
254,Mario Kim,1992-06-20,F,Toshkent,9253960.96,Employed
255,James Aguilar,2007-04-19,M,Toshkent,26133714.86,Self-Employed
256,Joshua Tucker,1977-09-18,M,Buxoro,28674249.93,Self-Employed
257,Shane Potts,1947-10-27,M,Buxoro,12709407.52,Employed
258,Heather Cobb,1948-07-15,F,Samarqand,27877447.56,Self-Employed
259,Thomas Knapp,1998-01-21,F,Buxoro,19387516.91,Employed
260,Sarah Villegas,1997-06-27,F,Buxoro,26511114.69,Employed
261,Erika Keith,1971-07-09,F,Samarqand,28977005.67,Self-Employed
262,Janice Rodriguez,1969-10-10,F,Toshkent,10620631.62,Employed
263,Jennifer Wong,2006-09-21,F,Toshkent,9473262.68,Business
264,Melissa Sullivan,1962-02-16,M,Samarqand,14785250.78,Employed
265,James Jones,1978-12-03,M,Buxoro,12448800.59,Business
266,Noah Roberts,1968-08-22,F,Toshkent,26491912.69,Business
267,Jason Carlson,2000-01-11,F,Toshkent,18744507.21,Employed
268,Michael Rose,2006-12-22,M,Toshkent,7068869.32,Employed
269,Nicholas Morris,1982-04-26,F,Toshkent,27231560.4,Business
270,William Mullins,1957-01-29,M,Buxoro,11084528.22,Employed
271,James Kramer,1989-08-19,M,Samarqand,10667309.26,Employed
272,Richard Sanchez,1958-11-14,F,Toshkent,19545145.7,Self-Employed
273,Edwin Cain,1988-11-24,M,Samarqand,26944706.15,Self-Employed
274,Jose Sosa,1978-11-19,F,Samarqand,22155782.8,Business
275,Carla Sherman,1990-02-20,M,Samarqand,14641403.58,Business
276,Aaron Owen,1978-07-07,M,Samarqand,29744359.32,Business
277,Johnathan Mercer,1955-07-21,M,Toshkent,24037744.31,Self-Employed
278,Michael Barker,1983-06-27,F,Buxoro,12627205.98,Employed
279,Olivia Russell,1960-03-27,F,Toshkent,25203039.89,Employed
280,Thomas Sampson,1961-11-25,F,Samarqand,11785526.08,Self-Employed
281,Edward Alexander,1991-03-04,M,Samarqand,16724853.18,Self-Employed
282,Tracey Rivas,1975-07-10,F,Buxoro,20733193.3,Business
283,Daniel Brandt,1998-07-20,M,Samarqand,6488551.62,Business
284,Tina Young,1998-08-28,F,Buxoro,18706881.26,Employed
285,Rhonda Powell,1959-02-25,M,Toshkent,13363777.78,Self-Employed
286,Tyler Bryant,1962-08-14,M,Buxoro,27244685.76,Business
287,Peggy Castillo,1999-11-17,M,Samarqand,23795854.34,Employed
288,Kelly Vance,1961-09-06,F,Buxoro,17162104.15,Self-Employed
289,Mary Lee,1967-10-09,M,Samarqand,8546644.59,Business
290,Justin Adams,1961-01-17,M,Samarqand,25372219.93,Business
291,Rhonda Thompson,1988-04-19,F,Samarqand,27361813.65,Business
292,Ryan Parker,2004-11-14,M,Toshkent,7104222.97,Employed
293,Courtney Wright,1987-01-31,M,Buxoro,16403354.2,Self-Employed
294,Valerie Norris,1946-10-26,F,Samarqand,15048768.33,Business
295,Sarah Henderson,1971-03-21,M,Buxoro,26058844.87,Employed
296,John Morgan,2005-07-15,F,Samarqand,10362312.76,Employed
297,Joseph Powell,1975-04-10,F,Samarqand,11457482.13,Employed
298,Karen White,1945-04-22,M,Toshkent,15523203.23,Business
299,Misty Roberts,1974-05-27,M,Samarqand,4795965.0,Self-Employed
300,Bradley Marquez,1947-12-05,F,Toshkent,21450562.37,Self-Employed
301,Oscar Austin,1954-08-01,M,Samarqand,19817319.29,Business
302,Kimberly Davis,1986-02-12,F,Toshkent,22746814.8,Employed
303,Kristen Orr,2006-09-23,M,Toshkent,21066385.97,Employed
304,Barbara Garcia,1999-06-16,F,Samarqand,5578953.64,Employed
305,Richard Morrow,1975-07-20,F,Buxoro,9939409.8,Employed
306,Todd Holmes,2006-06-17,F,Toshkent,9907193.87,Self-Employed
307,Jennifer Young,1998-06-11,F,Toshkent,3212015.76,Self-Employed
308,Joshua Anderson,1951-07-27,M,Toshkent,24892585.39,Employed
309,Jack Reese,1969-04-17,M,Samarqand,24229044.39,Employed
310,Elizabeth Franklin,1969-01-29,M,Samarqand,3990542.31,Employed
311,Donna Beasley,1953-01-29,F,Buxoro,26041012.86,Business
312,Stephen Faulkner,1947-06-29,M,Buxoro,28111429.77,Business
313,Casey Franklin,1948-03-25,F,Samarqand,25077588.0,Self-Employed
314,Rodney Bowen,1961-06-13,F,Samarqand,22721346.46,Employed
315,Angela Rodriguez,1947-05-27,M,Buxoro,17555454.75,Business
316,Taylor Mcintyre,1970-02-16,M,Buxoro,24646775.91,Self-Employed
317,Jake Johnson,1984-12-19,F,Toshkent,20596814.24,Self-Employed
318,Jennifer Ford,2003-08-25,M,Toshkent,23949708.69,Business
319,Edward Thomas,1949-06-01,M,Samarqand,15671804.03,Employed
320,Christopher Murphy,1980-10-29,M,Toshkent,25043584.16,Employed
321,Holly Hughes,1986-10-27,F,Toshkent,9436924.22,Business
322,Amanda Collins,1998-01-31,F,Buxoro,28601706.88,Employed
323,Dr. April Morgan,1990-11-21,M,Samarqand,13563276.34,Employed
324,Arthur Castillo,1970-09-01,F,Toshkent,15762138.77,Self-Employed
325,Maurice Wells,1952-11-11,M,Toshkent,22260967.4,Employed
326,Candice Brown,1959-08-15,M,Samarqand,4539352.76,Self-Employed
327,Tiffany Maxwell,1974-12-01,M,Buxoro,13659891.76,Employed
328,Kim Wilson,1958-07-13,F,Toshkent,9362152.62,Employed
329,Richard Morales,1954-02-25,F,Buxoro,9526950.51,Employed
330,Kristin Arnold,1962-12-01,M,Toshkent,9002801.54,Employed
331,Brandon Galloway,1995-12-26,F,Samarqand,12185786.71,Business
332,Jeremy Skinner,1989-11-28,M,Buxoro,21658952.07,Self-Employed
333,Robert Lewis,1965-05-17,F,Samarqand,21594179.23,Business
334,Nancy Jones,1962-02-10,M,Buxoro,13190665.74,Business
335,Aaron Washington,1986-10-27,M,Toshkent,17960644.1,Business
336,Kerry Jones,1985-10-25,M,Toshkent,12830055.75,Business
337,Mrs. Tammie Cruz,2000-03-04,M,Toshkent,22644190.14,Self-Employed
338,Thomas Simon,1964-11-17,M,Samarqand,28925993.87,Self-Employed
339,Ruth Murray,2001-06-01,F,Buxoro,28402692.41,Employed
340,Cody Cantrell,1983-06-03,F,Buxoro,19737301.13,Self-Employed
341,Amanda Sanchez,1945-01-26,M,Toshkent,16831547.0,Business
342,Ashley Davis,1992-10-19,M,Toshkent,14609043.67,Self-Employed
343,William Robinson,1968-07-10,M,Buxoro,11618592.19,Self-Employed
344,Matthew Fernandez,2004-04-23,M,Buxoro,22190426.94,Employed
345,Richard Thomas,1964-01-13,F,Samarqand,9059564.55,Self-Employed
346,Victor Forbes,1963-05-30,F,Buxoro,13771033.08,Self-Employed
347,Amy Jenkins,1972-01-23,F,Buxoro,25942829.94,Business
348,Maria Elliott,1982-05-18,M,Samarqand,20004627.46,Business
349,Michael Morton,1966-02-04,M,Buxoro,22925098.53,Business
350,Scott Estes,2005-09-08,M,Samarqand,5499387.28,Employed
351,John Scott,2003-05-27,M,Samarqand,26731136.31,Business
352,Nicole Douglas,1963-04-23,M,Buxoro,25567625.1,Business
353,April Santos,1981-06-17,M,Toshkent,21721764.5,Employed
354,Jason Romero,2002-06-28,M,Samarqand,16993286.4,Employed
355,Jennifer Bonilla,1977-12-19,F,Toshkent,3023108.65,Business
356,Robert Reilly,1969-01-30,F,Buxoro,22854206.58,Business
357,Jeffrey Walters,1976-08-31,M,Samarqand,6187244.55,Employed
358,David Brooks,1955-02-03,M,Samarqand,17463099.48,Employed
359,Matthew Martinez,1992-03-05,F,Samarqand,17528967.0,Employed
360,William Washington,1974-06-04,M,Samarqand,13887273.39,Employed
361,Cynthia Davis,1961-07-10,M,Buxoro,6041516.49,Employed
362,Timothy Stevenson PhD,2001-12-10,M,Samarqand,24958913.11,Employed
363,Jerome Cantu,1963-11-27,F,Samarqand,11811731.04,Self-Employed
364,Mark Kennedy,2004-02-25,M,Toshkent,27715062.12,Employed
365,Jeffrey Dixon,1964-09-11,M,Toshkent,19187704.55,Business
366,Michael Adams,1988-10-30,F,Toshkent,10323041.4,Self-Employed
367,Jessica Jackson,1987-04-17,F,Toshkent,19403569.49,Self-Employed
368,Ricardo Vincent,1990-03-19,M,Toshkent,28022075.21,Employed
369,Krista Rodriguez,2004-08-25,F,Samarqand,18874926.51,Business
370,Michael Harrison,1994-06-20,F,Buxoro,9127624.15,Employed
371,Diane Turner,1971-05-06,F,Buxoro,12159632.93,Employed
372,Kevin Johnson,2006-09-05,M,Samarqand,24337718.46,Employed
373,Michele Andrews,1965-03-11,M,Samarqand,16318309.95,Employed
374,David Mendez,1977-07-02,M,Toshkent,7726338.16,Self-Employed
375,Donald Lee,1985-01-12,F,Buxoro,6781411.93,Business
376,Kelsey Lopez,1985-11-18,F,Samarqand,4973770.98,Employed
377,Antonio Stevens,1999-04-28,M,Buxoro,25607044.17,Business
378,Jeffrey Little,1969-12-31,F,Samarqand,3578897.66,Business
379,Alexandra Johnson,1953-09-03,F,Samarqand,21039494.19,Self-Employed
380,Susan Norton,1955-10-22,M,Buxoro,23800363.0,Self-Employed
381,Danielle Morris,1957-04-06,F,Buxoro,10698017.38,Business
382,Steven Cantu,1961-08-31,F,Samarqand,20339465.72,Business
383,Michelle Short,1975-09-19,F,Buxoro,15054991.61,Business
384,Charlotte Sandoval,1990-04-04,M,Buxoro,4940307.48,Business
385,Ronnie Kirby,1997-07-28,F,Samarqand,19156308.82,Business
386,Mark Kaiser,1969-12-22,M,Buxoro,29996925.03,Self-Employed
